did,text,target,title,date
7797,"Hello fellow humans, and other net creatures...
 
If you're at all interested in this merchandise, please e-mail me:
djk@ccwf.cc.utexas.edu
 
I'm compacting my system and moving to a single monitor system, so I have
two monitors and cards for sale. Nothing at all is wrong with these pieces,
I'm just wanting to conserve desk space, and get all of my info from one
screen.
 
I'd prefer to sell to people near Austin and surrounding areas (within
driving distance - like an hour away perhaps), but I CAN ship to you if you
don't live near here. Only problem is that I didn't keep the original boxes
for the monitors, but I'm confident that my few months of full-time service
in the shipping room will enable me to safely package the monitors and
flip it in your direction.
 
Details:
 
Mirror Full Page Display (monochrome) w/nubus card:
---------------------------------------------------
 
**SOLD**
 
Sony 1304 14"" color monitor:
----------------------------
What's to say? It got top ratings in last year's MacUser report. It's a SONY,
Trinitron, arguably the best (but I'd rather not argue that point).
It's a great monitor, in great shape, but I'm going to a bigger screen,
and although I'd like to keep it, finances don't justify it.
 
Still selling for $599 at MacLand (where I bought it originally - not
including shipping), will sell for **$475** (plus shipping). Again, make an
offer if that sounds unreasonable.
 
 
RasterOps 24si (24-bit accelerated, hardware zoom/pan, 4 meg RAM):
------------------------------------------------------------------
Renamed the 24sx a few months after I bought it, this board is for 13""
monitors, providing **accelerated 24-bit**, hardware zoom/pan, NTSC mode
(you can plug it into something like the RasterOps Video Expander and output
NTSC), and 4 RAM slots that use 1 meg or 4 meg SIMMS for GWorld RAM, or a
RAM disk. Software included for such functions. 4 meg of RAM included (1 meg
SIMMS).
 
Selling for $605 at Bottom Line (without the RAM - add $100), I'm asking
**$525** (shipping included this time, it's just a card). Original box and
packaging. I'd actually prefer to sell the Sony monitor and this card
together, so if you want both, drop me e-mail and make a ""bundled offer""
for these items.
 
------------
 
Cheers. 

dan keldsen - djk@ccwf.cc.utexas.edu
",4,comp.sys.mac.hardware,32:20.2
7808,"
Because SCSI works well with removable media, and works well with large
capacity devices. The floppy interface you suggest handles the former, but
it doesn't have any hooks for dealing with the latter... you'd have to kludge
it. Plus, it's extremely low performance. AND, SCSI has gobs of room for
expansion compared with a floppy (I can just see it, let's stick a 5.25"",
a 3.5"", a tape drive, and a MO drive, all on the floppy interface. The
possibilities for unexpected collisions are enormous).",4,comp.sys.mac.hardware,32:20.2
7813,"I recall reading that the Mac LC (and presumably the LC II & III) can use stand
ard VGA monitors, with appropriate cable adapters.  I am uncertain of this sinc
e I have asked other people who say this is not so.  So can all vga monitors be
 used on the Mac LC?  What are the specs needed for a PC monitor to work with a
Mac LC (horizontal nad vertical frequencies)?
 
 
 
 
",4,comp.sys.mac.hardware,32:20.2
7845,"
The Quadralink by AE is a possibly problematical solution to your needs.
I've used one for the last 4 (?) years on my personal system, but a fatal
bug has crept into their more recent s/w. The bug only shows up during
heavy serial traffic but completely crashes the system (MacsBug can not
reboot, time to hit the restart button).

AE told me in January that they were aware of and working on fixing the bug
which I described to them. Since then they have not answered any of my
faxes asking them for a status of the bug-fix.

The QL has been great, but for now I have mine sidelined. If you are only
going to be using 2400 Baud or less, then you may have no, or very
infrequent problems,
",4,comp.sys.mac.hardware,32:20.2
7859,"Could someone please tell me what a 

LaserWriter IINTX upgrade kit is.

Its a small box, which has a bag inn it , seemingly
containing 6 chips (look like ROMS) and a IINTX manual.
The installation instructions are most informative and say, in full,
""This product must be installed by an Apple .........""

SO what does this do ? At first I thought it might be a NT to NTX
upgrade, but I thought that required an entirely new board.

Any info appreciated.",4,comp.sys.mac.hardware,32:20.2
7868,"
Tell that to the Japanese, their local market is neatly protected by
the Japanese government. Its one very tough nut to crack. In fact
the only current way to break into it, is to do it with a Japanese
company as a partner in the venture.
 
Gary

-- ",4,comp.sys.mac.hardware,32:20.2
7906,"What is hardware handshaking and when do I want to use it? Dan

",4,comp.sys.mac.hardware,32:20.2
7921,"I'm interested in getting an external hard drive for my SE/30.  I've
got an internal 40MB that's pretty full, even with compression s/w.  
Alot of people talk about $/MB, what's a good ratio?  I'm thinking of adding
either an 80 or a 100 (or 105).  What brands would people suggest?  Finally,
places to buy from?  Are more popular mail-order places better to order from
or the places that JUST sell hard drives (e.g. ones that advertise in the back
of MacWorld and MacUser).

Thanks in advance.  If e-mail replies are sent, I'll compile them and post
them.

-- Drew",4,comp.sys.mac.hardware,32:20.2
7947,"We have recently obtained a Centris 610 and it has developed an unusual
video problem. 

Model:	610 with 8 MB/230 HD, 512K VRAM, no cards
Monitor:	Apple 16""

When the computer is set for 256 colors and certain operations are done,
particularly vertical scrolling through a window, horizontal white lines
appear on the monitor (which generally but not always spare open
windows).  These lines accummulate as the operation is continued.  If a
window is moved over the involved area of the screen and then moved away
the line disappear from that area of the screen.  This problem is not
observed if the monitor is configured for 16 colors or a 14 inch Apple
monitor with 256 colors is used. 

I suspect a bad video RAM chip but cannot be certain.  The problem has
been apparent since day 1 but has gotten worse.

We were wondering if anyone has seen anything like this, and if so, how
to fix it.  Please also respond to azelenet@bigmac.mskcc.org.  Thank you
for your help.",4,comp.sys.mac.hardware,32:20.2
7955,"
: I guess this changes my opinion of them and I thought I would warn
: any prospective customers for the EN/SC PB.

FWIW, I work for FOCUS Enhancements, and a lot of the people we sell our
EtherLAN SC/SC-T (our SCSI Ethernet interface) are disgruntled EN/SC
users.

: I also now need to know if anyone has been successful with the
: comparable product from Dayna or Focus. I really don't want to use up
: that NuBus slot.

*Sigh*.  I wish I had better news.  The FOCUS EtherLAN SC is currently
incompatible with the Duos.  This may change in the future.  We do have
Apple Register Compatible cards that are 100% compatible with the
DuoDocks, though.

Send questions to focus@applelink.apple.com.",4,comp.sys.mac.hardware,32:20.2
7980,"The real question here in my opinion is what Motorola processors running system
7 on a MAC are comparable to what Intel processors running Windows on a PC?  I
recall there being a conversation here that a 486/25 running Windows benchmarks
at about the same speed as 25Mhz 030 in system 7.  I don't know if that is
true, but I would love to hear if anyone has any technical data on this.

-David",4,comp.sys.mac.hardware,32:20.2
7981,"
As of last week, Mac's Place had the Applied Engineering QuickSilver card
(32k cache, one PDS slot, socket for FPU) on sale for $99.00 (without FPU).
Regular price is $199.

No idea if this is still going on, but I can get the phone no. if anyone is
interested (I found their ad in MacUser).",4,comp.sys.mac.hardware,32:20.2
8041,"
The following postscript works for LaserWriter IIg's with version 2 roms

%!
0 serverdict begin exitserver
<< /FactoryDefaults true >> setsystemparams
systemdict begin
realtime 10000 add
{ dup realtime le { pop exit } if } loop
quit",4,comp.sys.mac.hardware,32:20.2
8052,"Yes! what you are saying is absolutey true, but what you fail to mention is the
fact that the LCIII uses the new 72 pin simms which allow 32 bit access to
each simm. In the case of the LC III, it only has one simm slot, but accesses will
be 32 bits wides.
***************************************************************************
 The views expressed in this posting those of the individual author only. 
[BBS Number:(613) 848-1346      MacContent is Victoriḁs first Iconic BBS!]
***************************************************************************

",4,comp.sys.mac.hardware,32:20.2
